entity,occurrence
sars-cov-2,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:48
sars-cov-2,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:16
sars-cov-2,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:11
sars-cov-2,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:16
sars-cov-2,211125:Introduction:3
sars-cov-2,184360:Conclusion:61
sars-cov-2,197804:Caption:69
sars-cov-2,197804:The Survey:11
sars-cov-2,184360:Diabetes As Promoter Of Severity And Mortality In Covid-19 ::: Introduction:2
sars-cov-2,211373:Introduction:3
sars-cov-2,184360:Rhace2 As Decoy Factor ::: Therapeutic Potential Of Raas-Targeted Drugs In Diabetic Patients With Covid-19:37
sars-cov-2,211125:Introduction:2
sars-cov-2,214924:Diabetes Mellitus: A Risk Factor For The Progression Of Covid-19:13
sars-cov-2,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
sars-cov-2,197804:Discussion:53
sars-cov-2,214924:Caption:30
sars-cov-2,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:13
sars-cov-2,184360:Conclusion:64
sars-cov-2,184360:Conclusion:63
sars-cov-2,184360:Caption:71
sars-cov-2,214924:The Protective Role Of Angiotensin-Converting Enzyme 2 Against Lung Injury ::: Covid-19 Pathogenesis:11
sars-cov-2,214924:Introduction:7
sars-cov-2,197804:Management Of Children And Young People With Diabetes Mellitus That Were Covid-19 Positive:21
sars-cov-2,214924:The Immune Response To Sars-Cov-2 ::: Covid-19 Pathogenesis:8
sars-cov-2,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:15
sars-cov-2,179426:Abstract:1
sars-cov-2,214924:Introduction:6
sars-cov-2,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:8
sars-cov-2,214924:Abstract:1
sars-cov-2,184360:Combined Therapeutic Potential Targeting Raas And Dpp4:60
sars-cov-2,184360:Aceis And Arbs ::: Therapeutic Potential Of Raas-Targeted Drugs In Diabetic Patients With Covid-19:32
sars-cov-2,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:49
sars-cov-2,214924:Introduction:5
sars-cov-2,197804:Introduction:2
sars-cov-2,151932:Title:0
sars-cov-2,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:12
sars-cov-2,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:31
sars-cov-2,184360:Aceis And Arbs ::: Therapeutic Potential Of Raas-Targeted Drugs In Diabetic Patients With Covid-19:34
sars-cov-2,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:18
saxagliptin,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:49
saxagliptin,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:48
saxagliptin,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:47
saxagliptin,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:50
saxagliptin,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
septicemia,"179426:Role Of Statins, Calcium Channel Blockers And Aspirin ::: Special Aspects Of Management Of Diabetes With Covid-19:23"
septicemia,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:44
serum,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
serum,114119:Abstract:1
serum ferritin,99569:Abstract:1
serum ferritin,211125:Discussion:23
serum ferritin,211125:Data Collection:11
serum ferritin,211125:Abstract:1
serum ferritin,114119:Abstract:1
severe acute respiratory syndrome,179426:Morbidity And Mortality In Diabetic Cohorts With Covid-19:8
severe acute respiratory syndrome,211373:Introduction:3
severe acute respiratory syndrome,184360:Abstract:1
shortness of breath visual analogue scale,197804:Introduction:2
shortness of breath visual analogue scale,197804:Discussion:46
shortness of breath visual analogue scale,211125:General Characteristics Of Patients With Covid-19:17
shortness of breath visual analogue scale,179426:Measures For Good Health In Patients With Diabetes ::: Treatment Of Diabetes In Times Of Covid-19 Pandemic:24
sitagliptin,184360:Combined Therapeutic Potential Targeting Raas And Dpp4:57
sitagliptin,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:15
sitagliptin,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:49
sitagliptin,184360:Conclusion:63
sitagliptin,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:48
sitagliptin,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:45
sitagliptin,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:47
sitagliptin,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:50
sitagliptin,211373:Introduction:4
sitagliptin,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:42
sitagliptin,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:51
sitagliptin,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
sitagliptin,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:44
sulfonylurea antidiabetic agent,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
sulfonylurea antidiabetic agent,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:41
sulfonylurea antidiabetic agent,179426:Glycemic Control ::: Special Aspects Of Management Of Diabetes With Covid-19:17
survival,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
survival,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:13
survival,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
survival,211125:Statistical Analysis:15
survival,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:6
t-lymphocyte,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:25
t-lymphocyte,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:50
t-lymphocyte,211373:Introduction:4
t-lymphocyte,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:51
t-lymphocyte,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
therapeutic corticosteroid,211125:Caption:31
therapeutic corticosteroid,211125:Discussion:27
therapeutic corticosteroid,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:25
thrombophilia,114119:Abstract:1
thrombophilia,197804:Discussion:41
thrombophilia,214924:Diabetes Mellitus: A Risk Factor For The Progression Of Covid-19:13
tissue,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:28
tissue,114119:Abstract:1
tissue,214924:Diabetes Mellitus: A Risk Factor For The Progression Of Covid-19:13
transmembrane protein,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
transmembrane protein,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:17
"troponin t, cardiac muscle",99569:Abstract:1
"troponin t, cardiac muscle",211125:Abstract:1
tumor necrosis factor,211125:Data Collection:11
tumor necrosis factor,214924:The Protective Role Of Angiotensin-Converting Enzyme 2 Against Lung Injury ::: Covid-19 Pathogenesis:11
tumor necrosis factor,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:45
tumor necrosis factor,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:19
tumor necrosis factor,214924:The Immune Response To Sars-Cov-2 ::: Covid-19 Pathogenesis:9
tzd,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
tzd,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:16
vaccine,184360:Caption:69
vaccine,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:24
vaccine,184360:Conclusion:63
vaccine,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:26
vaccine,184360:Anti-Dpp4 Vaccine ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:55
vascular,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:13
vascular,184360:Cardiovascular Effects Of Ace-Ang Ii-At1R Axis Upregulation And Ang-(1-7)/Mas Axis Dowregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:20
vascular,214924:The Protective Role Of Angiotensin-Converting Enzyme 2 Against Lung Injury ::: Covid-19 Pathogenesis:11
vascular,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:31
vascular,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:14
vascular,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:11
vascular,184360:Combined Therapeutic Potential Targeting Raas And Dpp4:58
vascular,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:42
vascular,214924:The Immune Response To Sars-Cov-2 ::: Covid-19 Pathogenesis:9
vascular,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:39
vascular,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:30
vascular,184360:Cardiovascular Effects Of Ace-Ang Ii-At1R Axis Upregulation And Ang-(1-7)/Mas Axis Dowregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:21
vascular,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:14
vascular,184360:Abstract:1
vascular,184360:Rhace2 As Decoy Factor ::: Therapeutic Potential Of Raas-Targeted Drugs In Diabetic Patients With Covid-19:38
vildagliptin,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:15
vildagliptin,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:49
vildagliptin,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:48
vildagliptin,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:47
vildagliptin,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:50
vildagliptin,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
viral,211125:Discussion:25
viral,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:15
viral,214924:Conclusion:28
viral,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:26
viral,179426:Conclusion:25
viral,214924:The Immune Response To Sars-Cov-2 ::: Covid-19 Pathogenesis:9
viral,184360:Sdpp4 As Soluble Decoy Factor ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:53
viral,214924:The Protective Role Of Angiotensin-Converting Enzyme 2 Against Lung Injury ::: Covid-19 Pathogenesis:12
viral,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:24
viral,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:17
viral,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:16
viral,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:11
viral,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:16
viral,"179426:Role Of Statins, Calcium Channel Blockers And Aspirin ::: Special Aspects Of Management Of Diabetes With Covid-19:21"
viral,179426:Association Of Diabetes With Acute Viral Pandemics In The Past:5
viral,214924:The Protective Role Of Angiotensin-Converting Enzyme 2 Against Lung Injury ::: Covid-19 Pathogenesis:11
viral,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:15
viral,211373:Introduction:5
viral,214924:Abstract:1
viral,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
viral,214924:The Immune Response To Sars-Cov-2 ::: Covid-19 Pathogenesis:10
viral entry,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:15
viral entry,214924:Conclusion:28
viral entry,"179426:Role Of Statins, Calcium Channel Blockers And Aspirin ::: Special Aspects Of Management Of Diabetes With Covid-19:21"
viral entry,179426:Conclusion:25
viral entry,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
viral infection,214924:The Protective Role Of Angiotensin-Converting Enzyme 2 Against Lung Injury ::: Covid-19 Pathogenesis:12
viral infection,211125:Discussion:25
viral infection,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:24
viral infection,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:16
viral infection,211373:Introduction:5
viral infection,214924:The Immune Response To Sars-Cov-2 ::: Covid-19 Pathogenesis:10
virus,211125:Discussion:25
virus,197804:Discussion:44
virus,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:47
virus,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:25
virus,160564:Introduction:2
virus,184360:Abstract:1
virus,211373:Introduction:6
virus,184360:Sdpp4 As Soluble Decoy Factor ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:53
virus,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:17
virus,214924:Introduction:3
virus,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:48
virus,184360:Anti-Dpp4 Vaccine ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:55
virus,211373:Introduction:3
virus,184360:Conclusion:63
virus,214924:The Protective Role Of Angiotensin-Converting Enzyme 2 Against Lung Injury ::: Covid-19 Pathogenesis:11
virus,214924:The Immune Response To Sars-Cov-2 ::: Covid-19 Pathogenesis:8
virus,211373:Introduction:5
virus,214924:Abstract:1
virus,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
virus,184360:Combined Therapeutic Potential Targeting Raas And Dpp4:60
virus,197804:Introduction:2
virus,184360:Sdpp4 As Soluble Decoy Factor ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:52
