entity,entity_type,occurrence
SARS,DISEASE,179426:Effect Of Sars Cov-2 On Blood Glucose ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:11
hyperglycaemia,DISEASE,179426:Effect Of Sars Cov-2 On Blood Glucose ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:11
diabetes,DISEASE,179426:Effect Of Sars Cov-2 On Blood Glucose ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:11
Hyperglycaemia,DISEASE,179426:Effect Of Sars Cov-2 On Blood Glucose ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:11
SARS,DISEASE,179426:Effect Of Sars Cov-2 On Blood Glucose ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:11
beta cells,CELL_TYPE,179426:Effect Of Sars Cov-2 On Blood Glucose ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:11
COVID-19,DISEASE,179426:Effect Of Sars Cov-2 On Blood Glucose ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:11
blood,ORGAN,179426:Effect Of Sars Cov-2 On Blood Glucose ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:11
glucose,CHEMICAL,179426:Effect Of Sars Cov-2 On Blood Glucose ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:11
oral,ORGAN,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
COVID-19,DISEASE,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
Metformin,CHEMICAL,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
Metformin,DRUG,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
AMP,CHEMICAL,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
pneumonia,DISEASE,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
mouse,ORGANISM,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
tuberculosis,DISEASE,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
metformin,DRUG,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
survival,PATHWAY,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
metformin,DRUG,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
diabetes,DISEASE,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
metformin,DRUG,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
chronic lower respiratory diseases,DISEASE,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
lower respiratory,ORGAN,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
confounding factors,PROTEIN,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
metformin,DRUG,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
death,DISEASE,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
chronic obstructive pulmonary disease,DISEASE,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
pulmonary,ORGAN,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
diabetes,DISEASE,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
TZD,PROTEIN,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
pneumonia,DISEASE,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
sulfonylureas,DRUG,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
pioglitazone,DRUG,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
steatohepatitis,DISEASE,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
ACE-2,PROTEIN,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
liver,ORGAN,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
ACE-2,PROTEIN,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
COVID-19,DISEASE,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
TZD,PROTEIN,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
diabetes,DISEASE,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
COVID-19,DISEASE,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
liraglutide,DRUG,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
GLP-1 receptor,PROTEIN,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
ACE-2,PROTEIN,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
lungs,ORGAN,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
diabetic,DISEASE,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
rat,ORGANISM,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
right ventricular hypertrophy,DISEASE,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
right ventricular,ORGAN,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
COVID-19,DISEASE,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
Dipeptidyl peptidase-4,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
DPP4,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
oligopeptides,CHEMICAL,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
growth factors,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
chemokines,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
T-cell,CELL_TYPE,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
glucose metabolism,PATHWAY,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
glucose,CHEMICAL,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
coronavirus,ORGANISM,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
cellular type-II transmembrane protein DPP4,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
transmembrane,CELL_COMPARTMENT,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
CD26,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
DPP4,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
MERS-CoV,ORGANISM,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
ACE-2,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
SARS,DISEASE,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
CoV,ORGANISM,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
SARS,DISEASE,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
DPP-4,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
MERS-CoV infection,DISEASE,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
MERS-CoV,ORGANISM,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
MERS-CoV,ORGANISM,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
virus,ORGANISM,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
camels,ORGANISM,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
DPP-4,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
DPP4,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
DPP4i,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
viral entry,PATHWAY,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
viral,ORGANISM,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
MERS-CoV.,ORGANISM,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
sitagliptin,DRUG,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
vildagliptin,DRUG,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
saxagliptin,DRUG,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
coronavirus viral,ORGANISM,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
viral entry,PATHWAY,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
ACE-2,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:14
SARS,DISEASE,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:14
CD26,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:14
DPP4,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:14
DPP4,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:14
dipeptidyl aminopeptidase I-III,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:14
Angiotensin II,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:14
Angiotensin III,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:14
IV,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:14
oligo-peptidase,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:14
DPP-4i,DRUG,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:14
ACE-2,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:14
angiotensin-converting enzyme,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:15
DPP4,PROTEIN,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:15
ACE-I,DRUG,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:15
vildagliptin,DRUG,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:15
angioedema,DISEASE,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:15
degradation,PATHWAY,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:15
bradykinin,CHEMICAL,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:15
substance,CHEMICAL,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:15
