entity,paper_id
thiol,3:N-Terminal Domain ::: Sp-D Structure:13
cysteine residues,3:N-Terminal Domain ::: Sp-D Structure:13
disulfide,3:N-Terminal Domain ::: Sp-D Structure:13
glycosides,3:Glycosylation Of Sp-D ::: Sp-D Structure:14
oligosaccharide,3:Glycosylation Of Sp-D ::: Sp-D Structure:14
human,3:Glycosylation Of Sp-D ::: Sp-D Structure:14
rat,3:Glycosylation Of Sp-D ::: Sp-D Structure:14
mouse,3:Glycosylation Of Sp-D ::: Sp-D Structure:14
cow,3:Glycosylation Of Sp-D ::: Sp-D Structure:14
rat,3:Glycosylation Of Sp-D ::: Sp-D Structure:14
human,3:Glycosylation Of Sp-D ::: Sp-D Structure:14
human,3:Glycosylation Of Sp-D ::: Sp-D Structure:14
bovine,3:Glycosylation Of Sp-D ::: Sp-D Structure:14
sialic acid,3:Glycosylation Of Sp-D ::: Sp-D Structure:14
human,3:Glycosylation Of Sp-D ::: Sp-D Structure:15
sugars,3:Glycosylation Of Sp-D ::: Sp-D Structure:15
human,3:Glycosylation Of Sp-D ::: Sp-D Structure:15
carbohydrate,3:Glycosylation Of Sp-D ::: Sp-D Structure:16
sugar,3:Glycosylation Of Sp-D ::: Sp-D Structure:16
rat,3:Glycosylation Of Sp-D ::: Sp-D Structure:16
microorganisms,3:Glycosylation Of Sp-D ::: Sp-D Structure:16
saccharides,3:Sp-D Ligands:17
mannose,3:Sp-D Ligands:17
glucose,3:Sp-D Ligands:17
inositol,3:Sp-D Ligands:17
surfactant,3:Sp-D Ligands:17
glucosylceramide,3:Sp-D Ligands:17
glucosylceramide,3:Sp-D Ligands:17
lipid,3:Sp-D Ligands:17
Microorganisms,3:Sp-D Ligands:18
polysaccharides,3:Sp-D Ligands:18
glycoconjugates,3:Sp-D Ligands:18
sugars,3:Sp-D Ligands:18
microorganisms,3:Sp-D Ligands:18
lipopolysaccharide,3:Mechanisms Of Interaction ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:19
LPS,3:Mechanisms Of Interaction ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:19
Gram-negative organisms,3:Mechanisms Of Interaction ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:19
LPS,3:Mechanisms Of Interaction ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:19
Escherichia coli,3:Mechanisms Of Interaction ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:19
glucose,3:Mechanisms Of Interaction ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:19
heptose,3:Mechanisms Of Interaction ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:19
LPS molecules,3:Mechanisms Of Interaction ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:19
bacterial,3:Mechanisms Of Interaction ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:19
LPS,3:Mechanisms Of Interaction ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:19
LPS,3:Mechanisms Of Interaction ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:20
Gram-negative bacteria,3:Mechanisms Of Interaction ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:20
microorganisms,3:Mechanisms Of Interaction ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:20
Gram-negative bacteria,3:Mechanisms Of Interaction ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:20
LPS molecules,3:Mechanisms Of Interaction ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:20
bacteria,3:Mechanisms Of Interaction ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:20
LPS,3:Mechanisms Of Interaction ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:20
Gram-negative bacteria,3:Determinants Of Binding To Cell Wall Lps ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:21
LPS,3:Determinants Of Binding To Cell Wall Lps ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:21
Klebsiella,3:Determinants Of Binding To Cell Wall Lps ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:21
oligosaccharides,3:Determinants Of Binding To Cell Wall Lps ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:21
Gram-negative organisms,3:Determinants Of Binding To Cell Wall Lps ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:21
saccharide,3:Determinants Of Binding To Cell Wall Lps ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:21
LPS,3:Determinants Of Binding To Cell Wall Lps ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:21
LPS,3:Other Gram-Negative Ligands ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:22
polysaccharides,3:Other Gram-Negative Ligands ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:22
Klebsiella serotypes,3:Other Gram-Negative Ligands ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:22
mannose,3:Other Gram-Negative Ligands ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:22
polysaccharides,3:Other Gram-Negative Ligands ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:22
exopolysaccharides,3:Other Gram-Negative Ligands ::: Gram-Negative Bacteria ::: Interactions Of Sp-D With Microorganisms:22
Gram-positive organisms,3:Gram-Positive Bacteria ::: Other Bacterial Organisms ::: Interactions Of Sp-D With Microorganisms:23
Lipoteichoic acids,3:Gram-Positive Bacteria ::: Other Bacterial Organisms ::: Interactions Of Sp-D With Microorganisms:23
glycolipids,3:Gram-Positive Bacteria ::: Other Bacterial Organisms ::: Interactions Of Sp-D With Microorganisms:23
LPS,3:Gram-Positive Bacteria ::: Other Bacterial Organisms ::: Interactions Of Sp-D With Microorganisms:23
maltose,3:Gram-Positive Bacteria ::: Other Bacterial Organisms ::: Interactions Of Sp-D With Microorganisms:23
EDTA,3:Gram-Positive Bacteria ::: Other Bacterial Organisms ::: Interactions Of Sp-D With Microorganisms:23
Gram-negative organisms,3:Gram-Positive Bacteria ::: Other Bacterial Organisms ::: Interactions Of Sp-D With Microorganisms:23
lipoarabinomannan,3:Mycobacteria ::: Other Bacterial Organisms ::: Interactions Of Sp-D With Microorganisms:24
Mycobacterium,3:Mycobacteria ::: Other Bacterial Organisms ::: Interactions Of Sp-D With Microorganisms:24
P. aeruginosa,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:25
rat SP-D,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:25
organisms,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:25
human,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:25
Klebsiella pneumoniae,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:25
P. aeruginosa,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:25
organisms,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:25
human,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:25
E. coli,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:25
rat,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:25
bacterial,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:25
Mycobacterium,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:25
microbial,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:25
Rat,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:26
human,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:26
E. coli,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:26
Streptococcus pneumoniae,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:26
Staphylococcus aureus,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:26
human,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:26
bacteria,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:26
human,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:26
human,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:26
bacterial,3:Cellular Consequences Of Sp-D Binding To Bacteria ::: Interactions Of Sp-D With Microorganisms:26
LPS,3:Interactions With Bacterial Endotoxin ::: Interactions Of Sp-D With Microorganisms:27
Gram-negative bacteria,3:Interactions With Bacterial Endotoxin ::: Interactions Of Sp-D With Microorganisms:27
LPS,3:Interactions With Bacterial Endotoxin ::: Interactions Of Sp-D With Microorganisms:27
LPS,3:Interactions With Bacterial Endotoxin ::: Interactions Of Sp-D With Microorganisms:27
host,3:Interactions With Bacterial Endotoxin ::: Interactions Of Sp-D With Microorganisms:27
LPS,3:Interactions With Bacterial Endotoxin ::: Interactions Of Sp-D With Microorganisms:27
rats,3:Interactions With Bacterial Endotoxin ::: Interactions Of Sp-D With Microorganisms:27
mice,3:Interactions With Bacterial Endotoxin ::: Interactions Of Sp-D With Microorganisms:27
LPS,3:Interactions With Bacterial Endotoxin ::: Interactions Of Sp-D With Microorganisms:27
oligosaccharides,3:Interactions With Bacterial Endotoxin ::: Interactions Of Sp-D With Microorganisms:27
LPS,3:Interactions With Bacterial Endotoxin ::: Interactions Of Sp-D With Microorganisms:27
LPS,3:Interactions With Bacterial Endotoxin ::: Interactions Of Sp-D With Microorganisms:27
LPS,3:Interactions With Bacterial Endotoxin ::: Interactions Of Sp-D With Microorganisms:28
lipid,3:Interactions With Bacterial Endotoxin ::: Interactions Of Sp-D With Microorganisms:28
saccharides,3:Interactions With Bacterial Endotoxin ::: Interactions Of Sp-D With Microorganisms:28
Human SP-A,3:Interactions With Bacterial Endotoxin ::: Interactions Of Sp-D With Microorganisms:28
E. coli,3:Interactions With Bacterial Endotoxin ::: Interactions Of Sp-D With Microorganisms:28
Pneumocystis carinii,3:Pneumocystis ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:29
Pneumocystis carinii,3:Pneumocystis ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:29
rat,3:Pneumocystis ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:29
organisms,3:Pneumocystis ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:29
fungal pathogens,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:30
Cryptococcus neoformans,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:30
Aspergillus fumigatus,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:30
Candida albicans,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:30
Histoplasma capsulatum,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:30
Blastomyces dermatitidis,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:30
Aspergillus fumigatus,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:30
Candida albicans,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:30
Cryptococcus neoformans,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:30
organisms,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:30
fungi,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:31
Aspergillus fumigatus,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:31
Saccharomyces cerevisiae,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:31
sugars,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:31
Pneumocystis,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:31
fungi,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:31
bacteria,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:32
fungi,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:32
Human,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:32
Aspergillus fumigatus,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:32
human,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:32
rat,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:32
human,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:32
rat,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:32
rat SP-D,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:32
Candida albicans,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:32
fungal,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:33
fungal,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:33
nutrient,3:True Fungi ::: Pneumocystis And Fungi ::: Interactions Of Sp-D With Microorganisms:33
rat,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:34
human SP-D,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:34
influenza,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:34
virus,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:34
IAV,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:34
carbohydrate,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:34
oligosaccharides,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:34
IAV,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:34
Viral,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:35
sugars,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:35
organisms,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:35
host,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:35
IAV,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:36
viral,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:36
virus,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:36
IAV,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:36
viral,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:36
virus,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:36
hydrogen peroxide,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:36
IAV,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:36
rat,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:36
human,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:36
IAV,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:36
respiratory viruses,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:37
sarcoma virus,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:37
viral,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:37
bovine SP-D,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:37
rotaviruses,3:Respiratory Viruses ::: Interactions Of Sp-D With Microorganisms:37
detergents,3:Crd-Dependent Cell Binding ::: Sp-D Receptors ::: Interactions Of Sp-D With Host Cells:38
bacteria,3:Crd-Dependent Cell Binding ::: Sp-D Receptors ::: Interactions Of Sp-D With Host Cells:40
calcium,3:Crd-Dependent Cell Binding ::: Sp-D Receptors ::: Interactions Of Sp-D With Host Cells:40
sugars,3:Crd-Dependent Cell Binding ::: Sp-D Receptors ::: Interactions Of Sp-D With Host Cells:40
microbial,3:Crd-Dependent Cell Binding ::: Sp-D Receptors ::: Interactions Of Sp-D With Host Cells:40
glucosylceramide,3:Crd-Dependent Cell Binding ::: Sp-D Receptors ::: Interactions Of Sp-D With Host Cells:40
glycolipids,3:Crd-Dependent Cell Binding ::: Sp-D Receptors ::: Interactions Of Sp-D With Host Cells:40
human,3:Crd-Independent Cell Binding ::: Sp-D Receptors ::: Interactions Of Sp-D With Host Cells:41
calcium,3:Interactions With Type Ii Cells ::: Interactions Of Sp-D With Host Cells:42
C.,3:Interactions With Type Ii Cells ::: Interactions Of Sp-D With Host Cells:42
surfactant lipids,3:Interactions With Type Ii Cells ::: Interactions Of Sp-D With Host Cells:42
LPS,3:`Charging' Of Sp-D Versus Sp-D-Dependent Ligand Aggregation: Hypotheses:44
oxide,3:`Charging' Of Sp-D Versus Sp-D-Dependent Ligand Aggregation: Hypotheses:44
LPS,3:`Charging' Of Sp-D Versus Sp-D-Dependent Ligand Aggregation: Hypotheses:44
LPS,3:`Charging' Of Sp-D Versus Sp-D-Dependent Ligand Aggregation: Hypotheses:44
sugars,3:`Charging' Of Sp-D Versus Sp-D-Dependent Ligand Aggregation: Hypotheses:44
sugars,3:`Charging' Of Sp-D Versus Sp-D-Dependent Ligand Aggregation: Hypotheses:44
IAV particles,3:`Charging' Of Sp-D Versus Sp-D-Dependent Ligand Aggregation: Hypotheses:45
viral,3:`Charging' Of Sp-D Versus Sp-D-Dependent Ligand Aggregation: Hypotheses:45
virus,3:`Charging' Of Sp-D Versus Sp-D-Dependent Ligand Aggregation: Hypotheses:45
bacteria,3:`Charging' Of Sp-D Versus Sp-D-Dependent Ligand Aggregation: Hypotheses:45
IAV,3:Lipid Aggregation And Surfactant Homeostasis:46
surfactant lipid,3:Lipid Aggregation And Surfactant Homeostasis:46
lipid,3:Lipid Aggregation And Surfactant Homeostasis:46
human SP-D,3:Altered Patterns Of Oligomerization ::: Modulation Of Sp-D Function:47
influenza virus,3:Altered Patterns Of Oligomerization ::: Modulation Of Sp-D Function:47
virus,3:Altered Patterns Of Oligomerization ::: Modulation Of Sp-D Function:47
molecules,3:Altered Patterns Of Oligomerization ::: Modulation Of Sp-D Function:48
viral,3:Altered Patterns Of Oligomerization ::: Modulation Of Sp-D Function:48
calcium,3:Altered Patterns Of Oligomerization ::: Modulation Of Sp-D Function:48
tyrosine residues,3:Biochemical Modifications To The Crd ::: Modulation Of Sp-D Function:49
acidic pH,3:Biochemical Modifications To The Crd ::: Modulation Of Sp-D Function:49
